this_response,full_image_path,trial_number,HITID,HITTypeId,WorkerID,short_image_path,shorter_image_path,sanity_check_category,response,hands,faces,sanity_hands,sanity_faces
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/12070-S_20130421_0604_02.AVI.mp4-2620.jpg,72,3P4ZBJFX2V3XOUS4ZOEGL99AEWVFWB,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2R8IV2PWFTY00,12070-S_20130421_0604_02.AVI.mp4-2620.jpg,12070-S_20130421_0604_02.AVI.mp4-2620,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/10527-A_20141214_2701_02.mp4-25515.jpg,72,3FVBZG9CLJEOU0IP179VHZCJT6T0HS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3FT3XPTOWHJMY,10527-A_20141214_2701_02.mp4-25515.jpg,10527-A_20141214_2701_02.mp4-25515,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/3869-A_20130922_1209_03.mp4-50540.jpg,72,3VMHWJRYHVGCDUXU9TA2NSNHNY1FX4,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3OW5EFQ5QFD19,3869-A_20130922_1209_03.mp4-50540.jpg,3869-A_20130922_1209_03.mp4-50540,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/16087-S_20131130_1313_01.mp4-16795.jpg,72,3N7PQ0KLI5P8RIQKUTJ8YUDD42L3EA,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3OV174HQJIJK8,16087-S_20131130_1313_01.mp4-16795.jpg,16087-S_20131130_1313_01.mp4-16795,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/19171-S_20140528_1911_01.mp4-1345.jpg,72,3P7RGTLO6EDBX3HFZU9LJX4OU99KA7,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2NW4P1OLHXU3N,19171-S_20140528_1911_01.mp4-1345.jpg,19171-S_20140528_1911_01.mp4-1345,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/7762-A_20140502_1919_02.mp4-5865.jpg,72,3UUIU9GZC55DUGVLY7WWCDBYL8Z5TS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2S4YDJ9UGAXFQ,7762-A_20140502_1919_02.mp4-5865.jpg,7762-A_20140502_1919_02.mp4-5865,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/16439-S_20131221_1404_05.mp4-1855.jpg,72,3MQKOF1EE2O0QAE88IJQX96P2JFDWY,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AN0JVAS4VR13F,16439-S_20131221_1404_05.mp4-1855.jpg,16439-S_20131221_1404_05.mp4-1855,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/20445-S_20140824_2207_01.mp4-12395.jpg,72,362E9TQF2HQL1Z4ULRGJ230E00XIG6,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AETIZKQNUSBLB,20445-S_20140824_2207_01.mp4-12395.jpg,20445-S_20140824_2207_01.mp4-12395,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/23616-S_20150322_2905_02.mp4-975.jpg,72,3RWB1RTQDJNYP6LGFOUFJNKSYVF8PS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A36FBIDN58N139,23616-S_20150322_2905_02.mp4-975.jpg,23616-S_20150322_2905_02.mp4-975,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/6926-A_20140315_1802_06.mp4-20600.jpg,72,3KQC8JMJGCSKBSHMKUREJXAQWID3HQ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A30GA8KZBSU7E4,6926-A_20140315_1802_06.mp4-20600.jpg,6926-A_20140315_1802_06.mp4-20600,NA,none,FALSE,FALSE,NA,NA
NA,http://langcog.stanford.edu/expts/saycam/frames/3602-A_20130916_1203_03.mp4-17365.jpg,72,3OQQD2WO8I6K7NS6QC9ZJ9B5WVS3IJ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2O2Y99RA9GFUJ,3602-A_20130916_1203_03.mp4-17365.jpg,3602-A_20130916_1203_03.mp4-17365,NA,NA,NA,NA,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/6951-A_20140315_1802_06.mp4-51740.jpg,72,3S829FDFT21FFAJYINFCZSKWBLLDXR,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2FV0CMG9S8CU0,6951-A_20140315_1802_06.mp4-51740.jpg,6951-A_20140315_1802_06.mp4-51740,NA,none,FALSE,FALSE,NA,NA
Face(s) only,http://langcog.stanford.edu/expts/saycam/frames/23874-S_20150409_2923_08.mp4-8370.jpg,72,3PEG1BH7AERGGDM7589HE8OUCRUKB2,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3UDUHUVFKD833,23874-S_20150409_2923_08.mp4-8370.jpg,23874-S_20150409_2923_08.mp4-8370,NA,faces,FALSE,TRUE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/19362-S_20140605_1919_06.mp4-480.jpg,73,3R0WOCG21M9NY6P3DI4PFLLSH34DUZ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AZ69TBTDH7AZS,19362-S_20140605_1919_06.mp4-480.jpg,19362-S_20140605_1919_06.mp4-480,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/15249-S_20131019_1202_01.mp4-1455.jpg,73,3ZQX1VYFTD5G469F0OH0UNF2OQJ8OB,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A12ASB8854TT4,15249-S_20131019_1202_01.mp4-1455.jpg,15249-S_20131019_1202_01.mp4-1455,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/20317-S_20140816_2130_03.mp4-1570.jpg,73,35YHTYFL1G3K95SZ9E9KZ7QW7NTFV1,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A17K1CHOI773VZ,20317-S_20140816_2130_03.mp4-1570.jpg,20317-S_20140816_2130_03.mp4-1570,NA,none,FALSE,FALSE,NA,NA
Face(s) and Hand(s),http://langcog.stanford.edu/expts/saycam/frames/17850-S_20140305_1616_03.mp4-14995.jpg,73,32K26U12DNONBLE3I8EUB7NBVADDVO,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AKZ8SFOAI4RZN,17850-S_20140305_1616_03.mp4-14995.jpg,17850-S_20140305_1616_03.mp4-14995,NA,both,TRUE,TRUE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/23680-S_20150329_2912_02.mp4-15605.jpg,73,32PT7WK7DMF3ZCCKYY8OSCVS4QK3DH,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A1P6OXEJ86HQRM,23680-S_20150329_2912_02.mp4-15605.jpg,23680-S_20150329_2912_02.mp4-15605,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/15407-S_20131027_1210_02.mp4-47225.jpg,73,3P4ZBJFX2V3XOUS4ZOEGL99AEWVFWB,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2R8IV2PWFTY00,15407-S_20131027_1210_02.mp4-47225.jpg,15407-S_20131027_1210_02.mp4-47225,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/17936-S_20140309_1620_02.mp4-1825.jpg,73,3FVBZG9CLJEOU0IP179VHZCJT6T0HS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3FT3XPTOWHJMY,17936-S_20140309_1620_02.mp4-1825.jpg,17936-S_20140309_1620_02.mp4-1825,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/18275-S_20140403_1717_01.AVI.mp4-630.jpg,73,3VMHWJRYHVGCDUXU9TA2NSNHNY1FX4,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3OW5EFQ5QFD19,18275-S_20140403_1717_01.AVI.mp4-630.jpg,18275-S_20140403_1717_01.AVI.mp4-630,NA,none,FALSE,FALSE,NA,NA
Face(s) and Hand(s),http://langcog.stanford.edu/expts/saycam/frames/11632-A_20150404_3022_02.mp4-41220.jpg,73,3N7PQ0KLI5P8RIQKUTJ8YUDD42L3EA,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3OV174HQJIJK8,11632-A_20150404_3022_02.mp4-41220.jpg,11632-A_20150404_3022_02.mp4-41220,NA,both,TRUE,TRUE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/6276-A_20140223_1710_03.mp4-6760.jpg,73,3P7RGTLO6EDBX3HFZU9LJX4OU99KA7,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2NW4P1OLHXU3N,6276-A_20140223_1710_03.mp4-6760.jpg,6276-A_20140223_1710_03.mp4-6760,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/22498-S_20141224_2607_04.mp4-575.jpg,73,3UUIU9GZC55DUGVLY7WWCDBYL8Z5TS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2S4YDJ9UGAXFQ,22498-S_20141224_2607_04.mp4-575.jpg,22498-S_20141224_2607_04.mp4-575,NA,none,FALSE,FALSE,NA,NA
Face(s) only,http://langcog.stanford.edu/expts/saycam/frames/6486-A_20140301_1716_03.mp4-28550.jpg,73,3MQKOF1EE2O0QAE88IJQX96P2JFDWY,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AN0JVAS4VR13F,6486-A_20140301_1716_03.mp4-28550.jpg,6486-A_20140301_1716_03.mp4-28550,NA,faces,FALSE,TRUE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/14934-S_20130922_1105_06.mp4-1390.jpg,73,362E9TQF2HQL1Z4ULRGJ230E00XIG6,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AETIZKQNUSBLB,14934-S_20130922_1105_06.mp4-1390.jpg,14934-S_20130922_1105_06.mp4-1390,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/21325-S_20141011_2324_02.AVI.mp4-3195.jpg,73,3RWB1RTQDJNYP6LGFOUFJNKSYVF8PS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A36FBIDN58N139,21325-S_20141011_2324_02.AVI.mp4-3195.jpg,21325-S_20141011_2324_02.AVI.mp4-3195,NA,none,FALSE,FALSE,NA,NA
Face(s) and Hand(s),http://langcog.stanford.edu/expts/saycam/frames/17649-S_20140222_1605_03.mp4-6395.jpg,73,3KQC8JMJGCSKBSHMKUREJXAQWID3HQ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A30GA8KZBSU7E4,17649-S_20140222_1605_03.mp4-6395.jpg,17649-S_20140222_1605_03.mp4-6395,NA,both,TRUE,TRUE,NA,NA
NA,http://langcog.stanford.edu/expts/saycam/frames/4961-A_20131202_1419_03.mp4-1895.jpg,73,3OQQD2WO8I6K7NS6QC9ZJ9B5WVS3IJ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2O2Y99RA9GFUJ,4961-A_20131202_1419_03.mp4-1895.jpg,4961-A_20131202_1419_03.mp4-1895,NA,NA,NA,NA,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/2772-A_20130819_1106_03.mp4-45010.jpg,73,3S829FDFT21FFAJYINFCZSKWBLLDXR,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2FV0CMG9S8CU0,2772-A_20130819_1106_03.mp4-45010.jpg,2772-A_20130819_1106_03.mp4-45010,NA,hands,TRUE,FALSE,NA,NA
Face(s) and Hand(s),http://langcog.stanford.edu/expts/saycam/frames/6672-A_20140307_1722_02.mp4-33385.jpg,73,3PEG1BH7AERGGDM7589HE8OUCRUKB2,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3UDUHUVFKD833,6672-A_20140307_1722_02.mp4-33385.jpg,6672-A_20140307_1722_02.mp4-33385,NA,both,TRUE,TRUE,NA,NA
Face(s) only,http://langcog.stanford.edu/expts/saycam/frames/7842-A_20140506_1923_01.mp4-10080.jpg,74,3R0WOCG21M9NY6P3DI4PFLLSH34DUZ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AZ69TBTDH7AZS,7842-A_20140506_1923_01.mp4-10080.jpg,7842-A_20140506_1923_01.mp4-10080,NA,faces,FALSE,TRUE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/13669-S_20130714_0827_05.AVI.mp4-8775.jpg,74,3ZQX1VYFTD5G469F0OH0UNF2OQJ8OB,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A12ASB8854TT4,13669-S_20130714_0827_05.AVI.mp4-8775.jpg,13669-S_20130714_0827_05.AVI.mp4-8775,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/14719-S_20130911_1025_05.mp4-1135.jpg,74,35YHTYFL1G3K95SZ9E9KZ7QW7NTFV1,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A17K1CHOI773VZ,14719-S_20130911_1025_05.mp4-1135.jpg,14719-S_20130911_1025_05.mp4-1135,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/7430-A_20140402_1820_02.mp4-50875.jpg,74,32K26U12DNONBLE3I8EUB7NBVADDVO,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AKZ8SFOAI4RZN,7430-A_20140402_1820_02.mp4-50875.jpg,7430-A_20140402_1820_02.mp4-50875,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/3737-A_20130922_1209_01.mp4-1180.jpg,74,32PT7WK7DMF3ZCCKYY8OSCVS4QK3DH,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A1P6OXEJ86HQRM,3737-A_20130922_1209_01.mp4-1180.jpg,3737-A_20130922_1209_01.mp4-1180,NA,none,FALSE,FALSE,NA,NA
Face(s) only,http://langcog.stanford.edu/expts/saycam/frames/22619-S_20150101_2615_04.mp4-2925.jpg,74,3P4ZBJFX2V3XOUS4ZOEGL99AEWVFWB,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2R8IV2PWFTY00,22619-S_20150101_2615_04.mp4-2925.jpg,22619-S_20150101_2615_04.mp4-2925,NA,faces,FALSE,TRUE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/6591-A_20140305_1720_03.mp4-17255.jpg,74,3FVBZG9CLJEOU0IP179VHZCJT6T0HS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3FT3XPTOWHJMY,6591-A_20140305_1720_03.mp4-17255.jpg,6591-A_20140305_1720_03.mp4-17255,NA,hands,TRUE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/5096-A_20131206_1423_03.mp4-16165.jpg,74,3VMHWJRYHVGCDUXU9TA2NSNHNY1FX4,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3OW5EFQ5QFD19,5096-A_20131206_1423_03.mp4-16165.jpg,5096-A_20131206_1423_03.mp4-16165,NA,hands,TRUE,FALSE,NA,NA
Face(s) and Hand(s),http://langcog.stanford.edu/expts/saycam/frames/5729-A_20140208_1626_02.mp4-45190.jpg,74,3N7PQ0KLI5P8RIQKUTJ8YUDD42L3EA,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3OV174HQJIJK8,5729-A_20140208_1626_02.mp4-45190.jpg,5729-A_20140208_1626_02.mp4-45190,NA,both,TRUE,TRUE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/14485-S_20130829_1012_03.AVI.mp4-3590.jpg,74,3P7RGTLO6EDBX3HFZU9LJX4OU99KA7,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2NW4P1OLHXU3N,14485-S_20130829_1012_03.AVI.mp4-3590.jpg,14485-S_20130829_1012_03.AVI.mp4-3590,NA,hands,TRUE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/7379-A_20140402_1820_01.mp4-44760.jpg,74,3UUIU9GZC55DUGVLY7WWCDBYL8Z5TS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2S4YDJ9UGAXFQ,7379-A_20140402_1820_01.mp4-44760.jpg,7379-A_20140402_1820_01.mp4-44760,NA,none,FALSE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/9724-A_20140920_2407_01.mp4-7480.jpg,74,3MQKOF1EE2O0QAE88IJQX96P2JFDWY,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AN0JVAS4VR13F,9724-A_20140920_2407_01.mp4-7480.jpg,9724-A_20140920_2407_01.mp4-7480,NA,hands,TRUE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/18075-S_20140315_1626_08.mp4-15670.jpg,74,362E9TQF2HQL1Z4ULRGJ230E00XIG6,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AETIZKQNUSBLB,18075-S_20140315_1626_08.mp4-15670.jpg,18075-S_20140315_1626_08.mp4-15670,NA,hands,TRUE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/5461-A_20140121_1608_02.mp4-43455.jpg,74,3RWB1RTQDJNYP6LGFOUFJNKSYVF8PS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A36FBIDN58N139,5461-A_20140121_1608_02.mp4-43455.jpg,5461-A_20140121_1608_02.mp4-43455,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/6944-A_20140315_1802_06.mp4-40680.jpg,74,3KQC8JMJGCSKBSHMKUREJXAQWID3HQ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A30GA8KZBSU7E4,6944-A_20140315_1802_06.mp4-40680.jpg,6944-A_20140315_1802_06.mp4-40680,NA,none,FALSE,FALSE,NA,NA
NA,http://langcog.stanford.edu/expts/saycam/frames/9663-A_20140912_2330_02.mp4-16685.jpg,74,3OQQD2WO8I6K7NS6QC9ZJ9B5WVS3IJ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2O2Y99RA9GFUJ,9663-A_20140912_2330_02.mp4-16685.jpg,9663-A_20140912_2330_02.mp4-16685,NA,NA,NA,NA,NA,NA
Face(s) and Hand(s),http://langcog.stanford.edu/expts/saycam/frames/14204-S_20130811_0925_03.mp4-27550.jpg,74,3S829FDFT21FFAJYINFCZSKWBLLDXR,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2FV0CMG9S8CU0,14204-S_20130811_0925_03.mp4-27550.jpg,14204-S_20130811_0925_03.mp4-27550,NA,both,TRUE,TRUE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/3187-A_20130906_1124_01.mp4-51245.jpg,74,3PEG1BH7AERGGDM7589HE8OUCRUKB2,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3UDUHUVFKD833,3187-A_20130906_1124_01.mp4-51245.jpg,3187-A_20130906_1124_01.mp4-51245,NA,hands,TRUE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/3578-A_20130916_1203_02.mp4-31375.jpg,75,3R0WOCG21M9NY6P3DI4PFLLSH34DUZ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AZ69TBTDH7AZS,3578-A_20130916_1203_02.mp4-31375.jpg,3578-A_20130916_1203_02.mp4-31375,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/20270-S_20140814_2128_03.mp4-5610.jpg,75,3ZQX1VYFTD5G469F0OH0UNF2OQJ8OB,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A12ASB8854TT4,20270-S_20140814_2128_03.mp4-5610.jpg,20270-S_20140814_2128_03.mp4-5610,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/8426-A_20140601_2019_02.mp4-28575.jpg,75,35YHTYFL1G3K95SZ9E9KZ7QW7NTFV1,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A17K1CHOI773VZ,8426-A_20140601_2019_02.mp4-28575.jpg,8426-A_20140601_2019_02.mp4-28575,NA,none,FALSE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/4002-A_20130927_1214_02.mp4-690.jpg,75,32K26U12DNONBLE3I8EUB7NBVADDVO,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AKZ8SFOAI4RZN,4002-A_20130927_1214_02.mp4-690.jpg,4002-A_20130927_1214_02.mp4-690,NA,hands,TRUE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/16393-S_20131218_1401_03.mp4-8300.jpg,75,32PT7WK7DMF3ZCCKYY8OSCVS4QK3DH,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A1P6OXEJ86HQRM,16393-S_20131218_1401_03.mp4-8300.jpg,16393-S_20131218_1401_03.mp4-8300,NA,hands,TRUE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/7869-A_20140506_1923_01.mp4-35900.jpg,75,3P4ZBJFX2V3XOUS4ZOEGL99AEWVFWB,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2R8IV2PWFTY00,7869-A_20140506_1923_01.mp4-35900.jpg,7869-A_20140506_1923_01.mp4-35900,NA,none,FALSE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/21862-S_20141115_2429_02.mp4-3585.jpg,75,3FVBZG9CLJEOU0IP179VHZCJT6T0HS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3FT3XPTOWHJMY,21862-S_20141115_2429_02.mp4-3585.jpg,21862-S_20141115_2429_02.mp4-3585,NA,hands,TRUE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/7084-A_20140321_1808_01.mp4-4745.jpg,75,3VMHWJRYHVGCDUXU9TA2NSNHNY1FX4,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3OW5EFQ5QFD19,7084-A_20140321_1808_01.mp4-4745.jpg,7084-A_20140321_1808_01.mp4-4745,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/8851-A_20140704_2121_02.mp4-16710.jpg,75,3N7PQ0KLI5P8RIQKUTJ8YUDD42L3EA,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3OV174HQJIJK8,8851-A_20140704_2121_02.mp4-16710.jpg,8851-A_20140704_2121_02.mp4-16710,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/5612-A_20140201_1620_02.mp4-2200.jpg,75,3P7RGTLO6EDBX3HFZU9LJX4OU99KA7,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2NW4P1OLHXU3N,5612-A_20140201_1620_02.mp4-2200.jpg,5612-A_20140201_1620_02.mp4-2200,NA,none,FALSE,FALSE,NA,NA
Face(s) and Hand(s),http://langcog.stanford.edu/expts/saycam/frames/7139-A_20140321_1808_02.mp4-12520.jpg,75,3UUIU9GZC55DUGVLY7WWCDBYL8Z5TS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2S4YDJ9UGAXFQ,7139-A_20140321_1808_02.mp4-12520.jpg,7139-A_20140321_1808_02.mp4-12520,NA,both,TRUE,TRUE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/997-A_20130624_0911_01.mp4-15155.jpg,75,3MQKOF1EE2O0QAE88IJQX96P2JFDWY,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AN0JVAS4VR13F,997-A_20130624_0911_01.mp4-15155.jpg,997-A_20130624_0911_01.mp4-15155,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/15404-S_20131027_1210_02.mp4-45635.jpg,75,362E9TQF2HQL1Z4ULRGJ230E00XIG6,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AETIZKQNUSBLB,15404-S_20131027_1210_02.mp4-45635.jpg,15404-S_20131027_1210_02.mp4-45635,NA,none,FALSE,FALSE,NA,NA
Hand(s) only,http://langcog.stanford.edu/expts/saycam/frames/17156-S_20140202_1516_01.mp4-5705.jpg,75,3RWB1RTQDJNYP6LGFOUFJNKSYVF8PS,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A36FBIDN58N139,17156-S_20140202_1516_01.mp4-5705.jpg,17156-S_20140202_1516_01.mp4-5705,NA,hands,TRUE,FALSE,NA,NA
Face(s) and Hand(s),http://langcog.stanford.edu/expts/saycam/frames/20214-S_20140809_2123_01.mp4-7095.jpg,75,3KQC8JMJGCSKBSHMKUREJXAQWID3HQ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A30GA8KZBSU7E4,20214-S_20140809_2123_01.mp4-7095.jpg,20214-S_20140809_2123_01.mp4-7095,NA,both,TRUE,TRUE,NA,NA
NA,http://langcog.stanford.edu/expts/saycam/frames/20264-S_20140814_2128_01.mp4-11980.jpg,75,3OQQD2WO8I6K7NS6QC9ZJ9B5WVS3IJ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2O2Y99RA9GFUJ,20264-S_20140814_2128_01.mp4-11980.jpg,20264-S_20140814_2128_01.mp4-11980,NA,NA,NA,NA,NA,NA
Face(s) and Hand(s),http://langcog.stanford.edu/expts/saycam/frames/10304-A_20141207_2624_01.mp4-7800.jpg,75,3S829FDFT21FFAJYINFCZSKWBLLDXR,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A2FV0CMG9S8CU0,10304-A_20141207_2624_01.mp4-7800.jpg,10304-A_20141207_2624_01.mp4-7800,NA,both,TRUE,TRUE,NA,NA
Face(s) and Hand(s),http://langcog.stanford.edu/expts/saycam/frames/274-A_20130607_0825_03.mp4-13040.jpg,75,3PEG1BH7AERGGDM7589HE8OUCRUKB2,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A3UDUHUVFKD833,274-A_20130607_0825_03.mp4-13040.jpg,274-A_20130607_0825_03.mp4-13040,NA,both,TRUE,TRUE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/6257-A_20140223_1710_02.mp4-14080.jpg,76,3R0WOCG21M9NY6P3DI4PFLLSH34DUZ,3ES1UQ6TFXN792G5BPH8S45TOWGML3,AZ69TBTDH7AZS,6257-A_20140223_1710_02.mp4-14080.jpg,6257-A_20140223_1710_02.mp4-14080,NA,none,FALSE,FALSE,NA,NA
Neither face(s) nor hands(s),http://langcog.stanford.edu/expts/saycam/frames/2636-A_20130818_1105_02.mp4-39235.jpg,76,3ZQX1VYFTD5G469F0OH0UNF2OQJ8OB,3ES1UQ6TFXN792G5BPH8S45TOWGML3,A12ASB8854TT4,2636-A_20130818_1105_02.mp4-39235.jpg,2636-A_20130818_1105_02.mp4-39235,NA,none,FALSE,FALSE,NA,NA
